index,title,description,brand,price,rating,model
184,Glacier Bay 33 in. Drop-In 60/40 Double Bowl 18 Gauge Stainless Steel Kitchen Sink with Pull-Down Faucet VT3322G2,"Glacier Bay All-in 1-Dual Mount Kitchen Sink can be installed as either a top-mount or under-mount. The sink is made of durable 18-Gauge stainless steel with a brushed finish to provide long-lasting use. The stainless steel faucet with pull-down sprayer head features TurboSpray, which provides focused water columns with 30% more power than your standard pull-down faucet, and a FastMount mounting system for easy installation. This Glacier Bay All-1-Kit is a perfect addition to any kitchen. | Highlights: Includes pull down faucet and mounting hardware • Made of durable, corrosion-resistant 18-gauge stainless steel • 22 in. W x 33 in. L x 9 in. D. Minimum Cabinet Size 36 in.",Glacier Bay,329.0,4.6,VT3322G2
185,Feit Electric OneSync Landscape 40 Lumens Bronze Solar Integrated LED Outdoor Path Light w/Dusk-To-Dawn CCT+RGB Wireless Remote 2-Pack PATHSYNC/SOL/BZ/2/RP,"Feit Electric's OneSync PATH/SYNC/SOL/BZ/2 Starter Kit combines bright solar light, durable construction, and customizable control like never before. Each kit includes two 12-inch pathway lights and wireless remote control. Their 40-lumen output is 3x brighter than traditional solar lights. Weather-resistant, each heavy-duty light kit is backed by a 3-year warranty. Select from five shades of white (2700K, 3000K, 4000K, 5000K, and 6500K) or 8 colors to set your desired mood. Its built-in dusk-to-dawn light activates once the sun goes down and stays lit for up to 8 hours. Place them where you like and ensure the solar panel gets plenty of sunlight. No wiring is required. For wireless control, hold the button on the light and press the group button on the remote. Create up to 6 lighting groups. Set timers to customize your landscape for parties, holidays, and more. OneSync comes in a stylish bronze finish adding a traditional look to your home. Easy installation means you never have to dig up your backyard or hire a professional. OneSync outdoor lights sync within 100 feet of each other for unlimited total range. For even more flexibility, pair with the OneSync Landcape Smart Wi-Fi Bridge (sold separately) to control lights from your phone or smart device. Experience the glow as far as you can go. The days of subpar solar are over. | Highlights: Durable, weather-resistant, metal construction with bronze finish • Selectable color; wireless sync to other OneSync landscape lights • Ideal for illuminating and accenting pathways, steps, and gardens",Feit Electric,99.26,3.6,PATHSYNC/SOL/BZ/2/RP
186,Commercial Electric 11 in. White Integrated LED Dimmable Flush Mount Puff with Adjustable CCT and RGB at 1400 Lumens Powered by Hubspace CD44bRGBW11W,"The 11 in. Commercial Electric Smart Integrated LED Flush Mount is a great addition to any room. This light can be controlled through the Hubspace app (no hub required) on your smart devices or through Alexa and Google Assistant with voice controls. You have the freedom to select from endless amounts of color options as well as tunable white color options between 2700K to 6500K. The light has a full brightness of 1400 Lumens and is also dimmable to your desired brightness level. Through the Hubspace app you can setup group control for multiple Hubspace compatible lights, as well as set schedules for pre-selected times for the lights to turn on and off. All hardware is included for easy installation and this light is supported by a 5-year warranty. | Highlights: Setup in under 60 seconds using the Hubspace app • Control your light from anywhere at anytime via your smart device • Wireless control with Hubspace App, Google and Alexa",Commercial Electric,31.85,4.4,CD44bRGBW11W
187,Hampton Bay 540 Lumen Low Voltage Millennium Black Adjustable Light Color Integrated LED Outdoor Landscape Flood Light IWH1501LL-5,"The Hampton Bay Low Voltage 75-Watt Equivalent LED Flood Light offers the option of three light colors. The integrated switch rotates to choose from 2700K Warm White, 3000K Soft White or 4000K Daylight light color. The flood beam angle is perfect for highlighting wide areas, as well as enhancing home security. On any of the 3 light color settings, it consumes over 80% less energy than a typical halogen light and has a rated life of 50,000 hours. The LED system provides maintenance free operation and there are no bulbs to change. With cast aluminum construction, long life powder coat finish and weatherproof electronics, you can count on many years of service. The quick-install wire connector means easy do-it-yourself installation that is quick and safe. | Highlights: Weather-resistant cast aluminum construction enables outdoor use • Ideal for illuminating and accenting gardens, trees and buildings • Integrated switch allows for easy adjustment of the light color",Hampton Bay,49.97,4.6,IWH1501LL-5
188,Hampton Bay 10-Watt Equivalent Low Voltage Black LED Outdoor Spotlight with Smart App Control (1-Pack) Powered by Hubspace L08557-BK,"This 1-pack Low Voltage smart light offers color adjustable Integrated LED lighting. Sturdy, aluminum waterproof construction allows lights to withstand any weather. Simply plug-in and connect this waterproof outdoor spot light with Hubsapce app right from your Android phone or iPhone to enhance curb appeal, provide an extra sense of security at night, create ambiance and showcase key features of your landscape. This super bright spot light is 60-Watt equivalent light output while only using 10-Watt. | Highlights: Wireless control with Hubspace App, Google and Alexa • Combine lights into custom groups, set schedule, voice control • White from 3000K-6000K  Multi-color selectable",Hampton Bay,51.78,4.1,L08557-BK
189,Commercial Electric 36 in. LED White Direct Wire Under Cabinet Light 57005N-WH,"Commercial Electric LED Direct Wire Dimmable Under Cabinet Light offers 5 different sizes in 9"", 12"", 18"", 24"", and 36"". We offer this light in a white and bronze finish. This light is designed specifically for 120-Volt direct wire under-cabinet installation. It provides brilliant warm white light for kitchen countertops and other household work surface. The curved frosted lens provides even light distribution without any hot spot or shadow. The 3000K LED color temperature is similar to halogen fixtures, but lasts 50,000 hours continuous use, with no bulb to change. It is a maintenance free light made of sturdy aluminum housing. It is cool to touch lowering your energy consumption when compared to Fluorescent under cabinet fixtures. | Highlights: Ideal for under-cabinets in kitchens, offices and more • Protection Plans",Commercial Electric,49.47,4.3,57005N-WH
190,ULTRA PROGRADE ProWire Direct Wire 18 in. LED Oil-Rubbed Bronze Under Cabinet Light 64770-T1,"See your home in the best possible light withthe 18 in. Ultra ProGrade ProWire Direct Wire LED Light Fixture. This light is perfect for mounting underneath or on top of kitchen cabinets, shelves and bookcases. in smaller enclosed areas, such as closets and pantries, use the lights to increase visibility and illuminate hard-to-see areas. The slim design also makes it an ideal choice for locations with limited space. for more lighting options, pair your light with an in-wall dimmer switch. Not only will you be able to control the amount of light in your room, but the temperature as well - opt for a soft, white light at full brightness or dim the lights for a softer, warmer glow. To install the light, simply wire it directly to a wall switch, keeping outlets free and eliminating visible cords. for easy mounting, utilize the keyhole slots located on the back of the light. Give your space the perfect amount of light with the 18 in. Ultra ProGrade ProWire Direct Wire LED Light Fixture. | Highlights: Provides 769 Lumens of soft white light • Easy to install - everything included in box • Full-range dimming with compatible dimmers (not included)",ULTRA PROGRADE,44.97,4.5,64770-T1
191,Home Decorators Collection Harmony Denim 2 ft. x 7 ft. Indoor Machine Washable Runner Rug 607228,"The Harmony collection features an innovative, machine washable printed base, with non-slip backing, perfect for high-traffic areas and family friendly living spaces. With its low-profile construction and intricate blanket stitch finish, this collection boasts organic abstract and distressed traditional designs that will effortlessly enhance any room in your home. Machine made of 100% Polyester. | Highlights: Washable rug, indoor only, modern style with abstract pattern • Low pile perfect for high traffic area, kitchen or living room • Rug pad recommended with 2x7 rug for nonslip and extra padding",Home Decorators Collection,39.97,4.6,607228
192,Hampton Bay 10-Watt Equivalent Low Voltage Black LED Outdoor Landscape Spotlight with Smart App Control (3-Pack) Powered by Hubspace L08557,"This 3-pack Low Voltage smart light offers color adjustable Integrated LED lighting. Sturdy, aluminum waterproof construction allows lights to withstand any weather. Simply plug-in and connect these waterproof outdoor spot lights to your existing low voltage system or can be connected to a new 12-Volt transformer low voltage system (sold separately). You can control these lights with Hubsapce app right from your Android phone or iPhone to enhance curb appeal, provide an extra sense of security at night, create ambiance, and showcase key features of your landscape. These super bright spot lights are 60-Watt equivalent light output while only using 10-Watt. | Highlights: Wireless control with Hubspace App, Google and Alexa • Combine lights into custom groups, set schedule, voice control • White from 3000K-6000K  Multi-color selectable",Hampton Bay,129.0,4.1,L08557
193,DIABLO 2-3/4 in. x 5 in. 100-Grit SandNET Reusable Sanding Sheets DND234100S10N,"Diablo's SandNET reusable sanding sheets are the most advanced sanding sheets on the market with up to 10X longer life versus standard sandpaper. Each SandNET sheet features a clog-reducing nylon NET design coated in a premium ceramic blend grit that increases material removal and reduces material buildup. The NET design is easy to clean and reuse by simply shaking, vacuuming, or rinsing the sheet. Compatible with Diablo's Reusable Sanding Block (DFB234DUOH01G). | Highlights: Clog-reducing design for less dust buildup and up to 10X life • Compatible with Diablos reusable block (DFB234DUOH01G) • Premium ceramic grain blend removes fast material",DIABLO,9.97,4.4,DND234100S10N
194,Husky Folding Lock-Back Utility Knife (3-Pack) 99732,"The Husky Folding Lock-Back Utility Knife (3-Pack) includes 3 knives and 3 utility blades. This knife features a quick change blade mechanism that locks a standard utility blade in place for safety and efficient cutting. The handle is made of lightweight, durable aluminum for strength and features a convenient folding design. These knives are great for use at home, on the job or outdoors. | Highlights: Convenient folding design makes it compact and easy to carry • Lightweight durable aluminum construction • Quick blade change mechanism for easy and safe blade changes",Husky,21.97,4.7,99732
195,Hampton Bay 75-Watt Equivalent Low Voltage Black LED Outdoor Landscape Flood Light Powered by Hubspace L08157,"This Low Voltage smart light offers color adjustable Integrated LED lighting. Sturdy, aluminum waterproof construction allows light to withstand any weather. Simply plug-in and connect this waterproof outdoor flood light to your existing low voltage system or can be connected to a new 12-Volt transformer low voltage system (sold separately). You can control these lights with Hubspace app right from your Android phone or iPhone to enhance curb appeal, provide an extra sense of security at night, create ambiance, and showcase key features of your landscape. This super bright flood light is 60-Watt equivalent light output while only using 10-Watt. | Highlights: Wireless control with Hubspace App, Google and Alexa • Ideal for illuminating trees, gardens, buildings, landscape • Can be wall mounted or stake mounted",Hampton Bay,59.17,3.8,L08157
196,"HALO H99 4 in. Steel Recessed Lighting Housing for Remodel Ceiling, No Insulation Contact, Air-Tite (6-Pack) H99RTAT-6PK","The H99RTAT is a small aperture Non-IC AIR-TITE housing for providing accent and task lighting. The H99RTAT is designed for use in non-insulated existing ceilings. Non-IC Housing is AIR-TITE but insulation must be kept 3 in. away from all sides of housing. Intended for easy installation from below the ceiling. | Highlights: Buy more and save more on superior quality can light fixtures • Not IC rated, keep insulation within reasonable distance",HALO,128.88,4.1,H99RTAT-6PK
197,DIABLO 2-3/4 in. x 5 in. 150-Grit SandNET Reusable Sanding Sheets DND234150S10N,"Diablo's SandNET reusable sanding sheets are the most advanced sanding sheets on the market with up to 10X longer life versus standard sandpaper. Each SandNET sheet features a clog-reducing nylon NET design coated in a premium ceramic blend grit that increases material removal and reduces material buildup. The NET design is easy to clean and reuse by simply shaking, vacuuming, or rinsing the sheet. Compatible with Diablo's Reusable Sanding Block (DFB234DUOH01G). | Highlights: Clog-reducing design for less dust buildup and up to 10X life • Compatible with Diablos reusable block (DFB234DUOH01G) • Premium ceramic grain blend removes fast material",DIABLO,9.95,4.4,DND234150S10N
198,Wagner Control Pro 130 High Efficiency Airless Power Tank Paint and Stain Sprayer 580678,"The Control Pro 130 power tank is an airless sprayer that can be used to spray a wide variety of unthinned materials and latex paints. It's great for big projects like painting/staining houses, sheds, garages, decks, fences, interior walls and more. This stationary paint sprayer features a High Efficiency Airless (HEA) technology that produces a professional finish with less overspray. The sprayer has several features that make projects easier for you. It has integrated handles, tip storage and the gun and hose fit conveniently inside the tank for easy storage. The spill resistant lid makes painting projects mess-free and also keeps the paint pristine and free of contaminants. The clean-up process is convenient; simply flush and rinse the system to have your sprayer ready to go for next time. The 1.5 gal. tank and 25 ft. hose provides the flexibility to move around a project, including up a ladder. The Control Pro 130 is the best sprayer to have handy when tackling large home improvement jobs. | Highlights: Great for painting or staining large home improvement projects • High efficiency airless technology produces 55 less overspray • Pour 1.5 gal. of paint right into the hopper",Wagner,229.0,3.9,580678
199,Home Decorators Collection 37 in. W x 22 in D Quartz white Rectangular Single Sink Vanity Top in Snow Orchid BT37BQ1388-RS,"Transform your bathroom vanity with The Home Decorators Collection 37 in. W x 22 in. D Quartz Vanity Top in Snow Orchid with White Rectangle Single Sink. Quartz vanity top includes rectangular white undermount sink, made of vitreous china. Easy to install and fits most standard 36 in. vanity cabinets. | Highlights: Vanity top made of durable quartz • Compact, non porous structure and water resistant • Easy to install, fits standard 36 in. W x 21 in. D vanity",Home Decorators Collection,309.0,4.4,BT37BQ1388-RS
200,Home Decorators Collection 37 in. W x 22 in. D Cultured Marble White Rectangular Single Sink Vanity Top in Everest SE37THR-ER,"Complete your bathroom vanity with the Home Decorators Collection 37 in. W x 22 in. D cultured marble vanity top in Everest. This Stone Effects Everest finish features various shades of gray veining and speckling on an off-white base for a natural stone look. And its Diamond Shield Surface Coating, a marine-grade gel coating, provides a smooth, easy-to-clean surface with enhanced wear- and stain-resistance, giving you the look of natural stone without the extra maintenance. Made to fit a standard 36 in. W x 21 in. D floating or freestanding bathroom vanity cabinet, this 0.75 in. thick vanity top includes a pre-attached undermount rectangular sink that’s designed without an overflow hole to help prevent bacterial growth. This durable sink top is predrilled to allow you to choose the 8 in. widespread faucet that coordinates with your bathroom decor. An unattached 3.5 in. H backsplash in Everest completes this vanity top set. This single-sink vanity top is designed for quick installation and can be attached to your bathroom vanity with silicone caulking (sold separately). | Highlights: Vanity with backsplash is 37 in. W x 22 in. D x 12.25 in. H • Pairs with a standard 36 in. W x 21 in. D vanity cabinet • Predrilled for an 8 in. widespread faucet, sold separately",Home Decorators Collection,429.0,4.0,SE37THR-ER
201,PRIVATE BRAND UNBRANDED Safety Glasses Indoor and Outdoor mirror Hard Coat EP6100 EP6100 Indoor&Outdoor mirror,"1-piece Toric lens. Indoor/outdoor mirror lens for work outside or stay inside, also reducing glare and UV ray resistant. Sporty Style Concept Design. Full Vision Toric Lens. Dual shot Hugging Temples for comfort fitting. Soft nose pads with Ergo Slide and Adjustable system for perfect fitting universal faces to enhance wearing comfort and pressure release with patent. Military and Ballistic impact protection. Meets US military impact speed 700 ft. to 725 ft./s MIL-PRF-32432A. | Highlights: Protection Plans",PRIVATE BRAND UNBRANDED,9.88,4.7,EP6100 Indoor&Outdoor mirror
202,FREEZE MISER Outdoor Faucet Freeze Protector 2 Pack 6000-02,"Freeze Protection for All Outdoor Water Supplies. Protect faucets, hoses up to 150 ft. animal waters float valves, RV water hookups, water wells, and more. Its patented design allows the FREEZE MISER to sense the internal water temperature and releases water below 37°F. As the water temperature fluctuates, it automatically regulates the drip rate. Where as faucet covers protect the faucet,the Freeze Miser ensures reliable spigot freeze protection and also protecting the water supply line, releasing the least amount of water, even in the most extreme freezing conditions. Outdoor spigot protection 1-Simple Step: Hand-tighten the FREEZE MISER on your exterior faucet. Turn on the faucet and open it all the way to ensure the proper water pressure is available. (Minimum 10 psi). The FREEZE MISER makes outdoor freeze prevention more dependable, affordable, and water conservation a reality. | Highlights: Designed to sense water temperature for the best performance • Made of stainless steel and brass for enhanced durability • Protection Plans",FREEZE MISER,58.95,4.6,6000-02
203,"Hampton Bay 80 CFM Ceiling Mount Room Side Installation Heavy-Duty Bathroom Exhaust Fan, ENERGY STAR BPT13-14MG",The Hampton Bay heavy duty 80 CFM exhaust fan will reduce moisture in your bathroom to help prevent mildew while running at a quiet 2.0 sones. The exhaust fan is designed to manage moisture in rooms as large as 80 sq. ft. The exhaust fan has high quality AC inducer capacitor motor. The UL-Listed fan offers a low-profile grille style for an attractive look. | Highlights: 80 CFM airflow manages moisture best in medium bathrooms • Operates at a moderate sound level (2.0 Sones) • Easily install with no attic access needed,Hampton Bay,59.98,4.5,BPT13-14MG
204,DIABLO 6-1/2in. x 24-Teeth Framing Circular Saw Blade for Wood (2-Pack) D0624RVP,"Diablo's next generation framing saw blades feature industry leading technology for optimum performance and control in cordless saws. The combination of Diablo's specially formulated TiCo Hi-Density carbide and a Chamfer Alternate Top Bevel tooth geometry delivers maximum life and durability for up to five times longer life, two times more durability and 30% more cuts per charge. The super-thin laser cut kerf design optimizes the efficiency of the blade in cordless and corded saws. This next generation framing saw blade is ideal for framers, roofers, remodelers, concrete formers or anyone wanting ultimate cutting performance in pressure treated wood, 2x lumber, plywood, hardwoods and softwoods. | Highlights: Compatible with any 6-12 corded or cordless circular saw • Cut hardwood, 2x lumber, pressure treated, osb  laminated beams • Protection Plans",DIABLO,12.88,4.8,D0624RVP
205,DIABLO 4-1/2 in. Turbo Rim Masonry Diamond Cut Off Blade Value Pack (2-Pack) DDD045TUR1VP,"Use the DIABLO 4-1/2 in. Turbo Rim General-Purpose Diamond Blade for cutting block, brick and cured concrete. DIABLO diamond blades are made from high-quality diamond content for maximum cutting ability. The turbo rim design was engineered for constant contact with the material to deliver a smoother finish than segmented blades. | Highlights: Optimum bond matrix provides a faster, longer and smoother cut • Ideal for use with 4-12 in. angle grinders • Ideal for cutting block, brick and cured concrete",DIABLO,19.88,4.8,DDD045TUR1VP
206,TrafficMaster Quince Navy/Blue 5 x 7 Medallion Vinyl Area Rug 8214.42.51HD,"This StyleWell vinyl floor covering is fashionable utility at its best. It is high performing and easy to care for. It's a perfect match for homes with children and pets as it stands up to high traffic. | Highlights: Traditional design with medallion pattern, indoor only,spot clean • Great for high traffic area, kitchen or entryway • Stain and liquid resistant",TrafficMaster,69.0,4.7,8214.42.51HD
207,Home Decorators Collection Harmony Gray 5 ft. x 7 ft. Abstract Indoor Machine Washable Area Rug 610303,"The Harmony collection features an innovative, machine washable printed base, with non-slip backing, perfect for high-traffic areas and family friendly living spaces. With its low-profile construction and intricate blanket stitch finish, this collection boasts organic abstract and distressed traditional designs that will effortlessly enhance any room in your home. Machine made of 100% Polyester. | Highlights: Washable rug, indoor only, modern style with abstract pattern • Low pile perfect for high traffic area, kitchen or living room • Rug pad recommended with 5x7 rug for nonslip and extra padding",Home Decorators Collection,159.0,4.3,610303
208,DIABLO SPEEDemon High Speed Steel Spade Bit Set with Pouch (10-Piece) DSP2940-S10,"Diablo's SPEEDemon Spade Bit range provides one of the fastest, most effortless hole drilling solutions on the market for fast, clean wood. The high-performance SPEED-TIP design self-feeds for faster hole making when compared to traditional spade bits. An optimized Curved Paddle design enhances the chip evacuation process for more holes per charge. This range is Impact Strong for increased shank stability and durability in cordless and corded impact and drill drivers. | Highlights: Use in corded or cordless impact  drill drivers • Use to drill in clean wood • Protection Plans",DIABLO,12.88,4.7,DSP2940-S10
209,Delta Lyndall 24 in. Wall Mount Towel Bar Bath Hardware Accessory in Polished Chrome LDL24-PC,The Delta Lyndall Bath Collection is inspired by the silhouettes of contemporary architecture adding clean lines that recall an urban skyline at nightfall. This versatile design tips toward modern but is casual enough to be at home in a variety of decor themes. This 24 in. wall mount towel bar securely holds all types of towels for bathing convenience and organization. Complete your space with coordinating pieces from the full collection (sold separately). | Highlights: Towel holder features concealed mounting hardware • Delta 24 bathroom towel bar in polished chrome • Bathroom accessory made from zinc to resist rust and tarnishing,Delta,34.64,3.8,LDL24-PC
210,3M 13.8 oz. Super 77 Multipurpose Spray Adhesive 77-DSC,"Versatile and forgiving, our 3M Super 77 Multipurpose Spray Adhesive forms a strong, permanent bond on multiple surfaces, and features our much-loved transparent finish. From photo albums and art projects to light-duty repairs around your home, this 3M spray adhesive allows you to reposition materials to achieve the perfect look and it dries quickly once in place. Say goodbye to glues that ruin your project by soaking through the materials-this clear glue stays on the surface of materials, when used according to directions, yet provides excellent adhesion. Achieve a strong bond on your light-duty bonding projects with 3M Super 77 Multipurpose Spray Adhesive. | Highlights: Versatile formula dries quick and clear • Bonds to foil, paper, cardboard, fabric, plastic, metal and more • Resists dripping or running when used in vertical applications",3M,13.27,4.4,77-DSC
211,Everbilt Electric Water Heater Installation Kit EBWCB-07-18EKIT,This is an Electric Water Heater Installation Kit by EVERBILT. It contains 2 flexible water connectors. This kit makes it easier to install your water heater. | Highlights: Features a braided stainless steel material for water connection • Compatible with both cold and hot water connections,Everbilt,52.37,4.0,EBWCB-07-18EKIT
212,SharkBite Max 3/4 in. Push-to-Connect x 3/4 in. FIP x 18 in. Braided Stainless Steel Water Heater Connector UR3088FX18,"SharkBite Max flexible water heater connectors are the fastest and easiest way to connect your water heater to existing pipes in your home. A newly designed stainless steel collet retainer delivers additional strength and durability and provides a 200 psi pressure rating. SharkBite Max connectors do not require a PEX tube liner, and a re-engineered body allows you to insert the pipe using less force and greater ease. No soldering, clamps, unions, glue, or special tools required. After inserting to pipe, stainless steel teeth bite down and grip the pipe tightly while a specially formulated O-ring compresses around the pipe to create a watertight seal. The flexible stainless steel braided hose reduces the need for extra joints or fittings, allowing for faster installs. Available in additional lengths (12 in. to 24 in.) and with integrated ball valve shut off. | Highlights: Fastest way to connect PEX, copper, CPVC, or PE-RT pipe • Half the insertion force with double the burst pressure • Can be installed on wet lines and pressure tested immediately",SharkBite,19.99,4.8,UR3088FX18
213,Philips Advance 40-Watt (F40T12) 1 or 2 Lamp 4 ft. T12 120V Rapid Start High Frequency Electronic Replacement Ballast (RELB2S40N) 520395,"The Philips Advance AmbiStar Metal Black Ballast is UTL, CSA and ETL listed. It offers metal construction for strength. This lightweight ballast has a traditional style and black finish. | Highlights: Operates 1 or 2 F30T12, 1 or 2 F34T12, or 1 or 2 F40T12 lamps • Input Voltage: 120 • Protection Plans",Philips Advance,24.47,4.6,520395
214,KOHLER Setra Single-Handle Semi-Professional Kitchen Sink Faucet with Soap Dispenser in Matte Black K-R29343-SD-BL,"With a modern profile and smooth edges, the Setra semi-professional kitchen sink faucet has a sleek aesthetic that blends seamlessly into nearly any kitchen decor. The sprayhead featuring Sweep spray delivers a wide, forceful spray, simplifying kitchen cleanup. It comes with a lifetime limited warranty. | Highlights: Features Sweep spray to deliver a wide, forceful spray • Semi-professional pull-down kitchen faucet • Installs with 1-, 2-, 3- or 4-hole sink",KOHLER,299.0,4.4,K-R29343-SD-BL
215,Delta Crestfield Toilet Paper Holder in Brushed Nickel 138035,"The classic design of the Delta Crestfield Bath Collection combines casual elegance with a timeless silhouette. Inspired by the fresh look of American architecture, this set conjures subtle design elements that make your bath look polished yet relaxed. Keep your toilet paper rolls tidy and in place with this classic wall mount tissue paper holder with a spring-loaded roller. Complete your space with coordinating pieces from the full collection (sold separately). | Highlights: Toilet paper holder features concealed mounting hardware • Delta spring toilet paper holder in spotshield brushed nickel • Bathroom accessory made from zinc to resist rust and tarnishing",Delta,30.88,4.6,138035
216,Delta Crestfield 24 in. Wall Mounted Towel Bar in Brushed Nickel 138031,"The classic design of the Delta Crestfield Bath Collection combines casual elegance with a timeless silhouette. Inspired by the fresh look of American architecture, this set conjures subtle design elements that make your bath look polished yet relaxed. This 24 in. wall mount towel bar securely holds all types of towels for bathing convenience and organization. Complete your space with coordinating pieces from the full collection (sold separately). | Highlights: Towel holder features concealed mounting hardware • Delta 24 bathroom towel bar in spotshield brushed nickel • Bathroom accessory made from zinc to resist rust and tarnishing",Delta,37.93,4.7,138031
217,KOHLER Kennon 33 in. Drop-In 1-Hole Single Bowl Neoroc Granite Composite Kitchen Sink in Matte Black RH8437-1-CM1,"The Kennon single-bowl sink features an elegant, wave-like curve that complements any kitchen decor. The Kennon sink is made of KOHLER Neoroc, a matte-finish composite material designed for extreme durability and unmatched beauty. Richly colored to complement any countertop, Neoroc resists scratches, stains, and fading and is highly heat- and impact-resistant. | Highlights: 9-12 depth provides generous workspace • Scratch, stain, chip, and thermal-shock resistant",KOHLER,334.68,4.4,RH8437-1-CM1
218,Feit Electric 6 ft. Plug-In White Strip Light Cuttable Linkable Integrated LED Color Changing CCT Onesync Under Cabinet Light (1-Pack) UCL72/FLEX/5CCT,"Add sleek ambient lighting underneath your cabinets and toe kicks with OneSync Selectable White Undercabinet LED Tape from Feit Electric. This 6-foot strip with embedded LEDs plugs into the nearest outlet with a 6-foot AC cable to provide low-profile accent lighting where you need it. Change color temperatures or adjust brightness with the push of a button on the included controller. Select 2700K/3000K/3500K/4000K/5000K white light options and 100%, 60%, 30%, or night light brightness and the light will remember the last setting the next time you turn it on. At full brightness, this tape light emits an even 1400-lumen glow. Link multiple units or cut a portion of the tape and rejoin it for as much or as little coverage as you need. UCL72/FLEX/5CCT pairs with other OneSync lights, remotes, and sensors in seconds for even greater customization. Control up to 100 devices at once, from up to 50 feet away per device. Say hello to the future of kitchen lighting with Feit Electric OneSync Under Cabinet fixtures and accessories. | Highlights: Choose between 5 color temps: 2700K, 3000K, 3500K, 4000K, 5000K • Flexible and linkable 6 ft. LED tape; cut to fit for any space • Fits most cabinets; Works with Feit Electric Onesync remote",Feit Electric,36.97,3.9,UCL72/FLEX/5CCT
219,Scotch 3/4 in. x 30 ft. Linerless Rubber Splicing Tape 41717-BX-10,"Scotch Linerless Rubber Splicing Tape is an economical, general purpose, rubber tape. The tape is a highly conformable, linerless EPR (Ethylene Propylene Rubber) based electricalinsulating tape. The tape is designed for use in splicing and terminating wires and cables rated up to 90°C. The tape will meet industry specifications for flame retardance and has the necessary physical and electrical properties to provide immediate moisture seals and void-free buildup. | Highlights: Provides an excellent thermal dissipation of splice heat • Protection Plans",Scotch,14.41,4.8,41717-BX-10
220,Delta Greenwich II Wall Mount Round Closed Towel Ring Bath Hardware Accessory in Brushed Nickel GRE46-BN,"The Greenwich II Bath Collection from Delta takes a cue from the iconic look of American casual decor. Mixing traditional form and subtle detailing, it creates a look that is everyday chic. This wall mount round towel ring keeps hand towels conveniently within reach. Complete your space with coordinating pieces from the full collection (sold separately). | Highlights: Hand towel holder features concealed mounting hardware • Delta round bathroom towel ring in spotshield brushed nickel • Rust-resistant steel and zinc bathroom accessory",Delta,17.98,4.7,GRE46-BN
221,Delta Crestfield 18 in. Towel Bar in Brushed Nickel 138029,"The classic design of the Delta Crestfield Bath Collection combines casual elegance with a timeless silhouette. Inspired by the fresh look of American architecture, this set conjures subtle design elements that make your bath look polished yet relaxed. This 18 in. towel bar holds a single towel or two hand towels to utilize wall-mounted storage. Complete your space with coordinating pieces from the full collection (sold separately). | Highlights: Towel holder features concealed mounting hardware • Delta 18 bathroom towel bar in spotshield brushed nickel • Bathroom accessory made from zinc to resist rust and tarnishing",Delta,39.19,4.7,138029
222,Glacier Bay Builders 2-Handle Deck-Mount Roman Tub Faucet in Brushed Nickel 461-3004,"The Glacier Bay Builders 2-Handle Deck-Mount Roman Tub features a classic design with sleek, clean lines and a brushed nickel finish. It has solid brass waterways for durability and a 2-handle lever design for added convenience. With deck mounting, you have quick and easy access to tub controls. Pair this faucet with other pieces in the Builders Collection (sold separately) for a complete and polished look. | Highlights: Durable brass construction with nickel finish • Backed by Glacier Bay Limited Lifetime Warranty • Matching bath hardware available from this collection",Glacier Bay,183.69,4.4,461-3004
223,DIABLO Speed Demon High Speed Steel Spade Bit Set With Pouch (16-Piece) DSP2980-S16P,"DIABLO spade bit range provides one of the fastest, most effortless hole drilling solutions on the market for fast, clean wood. The high-performance SPEED-TIP design self-feeds for faster hole making when compared to traditional spade bits. An optimized Curved Paddle design enhances the chip evacuation process for more holes per charge. This range is Impact Strong for increased shank stability and durability in cordless and corded impact and drill drivers. | Highlights: Use in corded or cordless impact and drill drivers • Use to drill in clean wood • SPEED-TIP self-feeds for faster holes vs traditional spade bits",DIABLO,21.87,4.7,DSP2980-S16P
224,Delta Eldridge Single-Handle Pull Down Sprayer Kitchen Faucet with ShieldSpray Technology in Polished Chrome 19842Z-SD-DST,"The Eldridge Kitchen Faucet offers a modern take on a traditional aesthetic, creating a timeless design for your kitchen with thoughtful innovations to enhance everyday use. Delta MagnaTite Docking uses a powerful integrated magnet to set your pull down sprayer precisely into place and hold it there so it stays docked when not in use. Delta ShieldSpray Technology cleans with laser-like precision while containing mess and splatter. A concentrated jet powers away stubborn messes while an innovative shield of water contains splatter, so you can spend less time soaking, scrubbing and shirt swapping. You can install with confidence, knowing that Delta kitchen faucets are backed by our Lifetime Limited Warranty. | Highlights: Delta kitchen faucet backed by Deltas Lifetime Limited Warranty • Delta MagnaTite Docking holds pull down sprayer firmly in place",Delta,189.0,4.5,19842Z-SD-DST
