index,title,description,brand,price,rating,model
40,Hampton Bay 44 in. Black Integrated LED Linear Track Lighting Kit Mini Step 3-Light 805109,"This integrated LED Hampton Bay Linear Track Lighting kit comes with everything you need to get up and running. It provides an abundance of light and sophistication to your interior space. It features multi-directional lamp heads to provide light to difficult places where light does not reach. You can add additional heads, connect multiple kits together coupler sold separately using only 1 power supply or create design patterns with additional track lighting components sold separately. The power supply can be attached anywhere along the track and the entire system is ceiling or wall mountable. | Highlights: Energy-efficient LED technology for bright illumination • Constructed with metal to add durability • Compatible with numerous track systems and accessories",Hampton Bay,115.0,4.4,805109
41,GE PowerMark Gold 200 Amp 10 in. Enclosed Outdoor Circuit Breaker THQMV200NRE,"The GE PowerMark Gold 200 Amp 10 in. Enclosed Outdoor Circuit Breaker has been factory installed into its enclosure, comes with its own mounting base and is approved for outdoor use. The circuit breaker offers the ability to disconnect power at service entrances, handles a maximum load of 240-Volt and has a 22,000 AIC rating. | Highlights: Outdoor NEMA 3R enclosure • Short circuit ratings equal to installed breaker rating • Protection Plans",GE,189.0,4.6,THQMV200NRE
42,"Commercial Electric Trimless Integrated LED 4 in Round Adjustable Color Temp Canless Recessed Light for Kitchen Bathroom Livingroom, White 91487","Good lighting is super important. It helps more than just what you see, it can completely change your mood. By choosing the right lighting for any given situation or time of day, you help prevent eye strain and energy highs and lows. The Commercial Electric Selectable Color Temperature Recessed Lights with DuoBright technology has it all. Choose between 2700 Kelvin, 3000 Kelvin, 3500 Kelvin, 4000 Kelvin, 5000 Kelvin or the DuoBright function at the time of installation to create perfect lighting for each area of your home. 2700 or 3000 Kelvin is perfect for relaxing, 3500 or 4000 Kelvin is the ideal choice for everyday affairs and 5000 Kelvin is great for task lighting in a basement, hallway or work area. The DuoBright option utilizes patented technology that lets you change color temperature as you dim the light. Using a traditional dimmer switch (sold separately), transition from a bright-white morning light to a relaxing sunset glow and everything in-between. Perfect for every room, these lights have a round trim, are wet rated and certified airtight and will create a beautiful cohesion of perfect lighting throughout your entire home. | Highlights: Change color temperature when dimming with DuoBright technology • ENERGY STAR certified ensures reduced energy consumption • Ideal for your shower, bathroom, kitchen and outdoor soffits",Commercial Electric,22.47,5.0,91487
43,"Commercial Electric Trimless Integrated LED 6 in Round Adjustable Color Temp Canless Recessed Light for Kitchen Bathroom Livingroom, White 91488","Good lighting is super important. It helps more than just what you see, it can completely change your mood. By choosing the right lighting for any given situation or time of day, you help prevent eye strain and energy highs and lows. The Commercial Electric Selectable Color Temperature Recessed Lights with DuoBright technology has it all. Choose between 2700 Kelvin, 3000 Kelvin, 3500 Kelvin, 4000 Kelvin, 5000 Kelvin or the DuoBright function at the time of installation to create perfect lighting for each area of your home. 2700 or 3000 Kelvin is perfect for relaxing, 3500 or 4000 Kelvin is the ideal choice for everyday affairs and 5000 Kelvin is great for task lighting in a basement, hallway or work area. The DuoBright option utilizes patented technology that lets you change color temperature as you dim the light. Using a traditional dimmer switch sold separately, transition from a bright-white morning light to a relaxing sunset glow and everything in-between. Perfect for every room, these lights have a round trim, are wet rated and certified airtight and will create a beautiful cohesion of perfect lighting throughout your entire home. | Highlights: Choose one of 5 Preset Color Temperatures or Duobright technology • Wet Rated  Air Tight Make These Perfect For Showers and Soffits • Protection Plans",Commercial Electric,27.47,5.0,91488
44,"Bell + Howell 15.7 in. Indoor White Ceiling Fan with Remote, LED Light, Socket 8563ENCBQH","Socket Fan Light by Bell + Howell turns your standard socket into a FAN LIGHT. The newest innovation from Bell + Howell lighting is easy to use and even easier to install. You can simply screw into any standard light socket, compatible with an E26 medium base, no wiring needed. Socket Fan Light comes with a remote so you can easily select the settings you need. Choose from 3-light modes: high, medium or low. The 15.7 in. fan has 3-speeds to choose from: high, medium or low. The fan function can be turned off completely and light mode used alone or choose to use the fan alone with the light settings turned off. Socket Fan Light is the perfect lighting and cooling solution for any room in the home and even the garage. Super bright, Socket Fan Light provides up to 1000 Lumens of light. Each Socket Fan Light comes with a socket extender included in the package. The light socket extender simply screws into the light and gives you more length out of the socket. | Highlights: Includes remote control for convenient operation • Features an integrated LED light for illumination • 3-speed settings for customized airflow",Bell + Howell,39.19,4.5,8563ENCBQH
45,Commercial Electric Impact Punch Down Tool with 110 Blade CE70804,"Let your inner network technician free with the easy-to-use and durable Impact Punch Down Tool from Commercial Electric. Perfect for the data and telecommunications professional, this tool easily cuts and terminates wire and cut-off excess. Features an ergonomic rubber-embedded cushion grip for all-day use. Includes one 110 blade, but may be fitted with a wide variety of blades. Inserts and cuts terminations in one operation and features storage for unused blades in the top of the tool. Adjustable high and low switch settings accommodate user preference. Provides exceptional quality and performance for long-lasting use. | Highlights: Ergonomic handle design for comfortable, all-day use • Terminate wires with one single punch • Adjustable impact strength to accommodate user preference",Commercial Electric,28.98,3.5,CE70804
46,"Oregon R28F Polesaw Chain for 6 in. Bar, Fits Remington, Milwaukee and Craftsman R28F-21","The Oregon R28F AdvanceCut Saw Chain offers higher chain efficiency making it ideal for landscapers and homeowners who use small, low powered saws. The 0.043 in. Gauge narrow kerf cutting systems increase efficiency since they need less power from the saw than standard cutting systems. This chain fits Remington Branch Wizard 111409-01 and RM0612P. | Highlights: R28F replacement pole saw chain for 6 in. bars • Fits Remington models • Sharp non-chisel cutters allow for smooth and effortless cut",Oregon,15.68,5.0,R28F-21
47,GE PowerMark Plus 125 Amp 8-Space 16-Circuit Indoor Main Lug Breaker Value Kit TLM812SCUD1K,This value kit includes 3 20 Amp Single-Pole THQP 1/2 in. Circuit Breakers. The load center includes a sturdy tin-plated copper buss bar and a galvanized box for increased durability and reliability. The 1-piece interior removes and re-installs easily. Indoor NEMA 1 enclosure with combination surface/flush front. This load center is UL listed and ANSI Certified. | Highlights: Includes 3 select circuit breakers • Protection Plans,GE,45.98,4.5,TLM812SCUD1K
48,Milwaukee 14-In-1 Multi-Bit Screwdriver 48-22-2900,"The Milwaukee® 14-in-1 Multi-Bit Screwdriver is the most versatile multi-bit screwdriver. This multi-bit driver features easy-access in-handle storage which keeps bits organized, allowing you to quickly change bit sizes and types. The removable bit holder has a 1/4"" hex shank, making it power tool ready for maximum jobsite versatility. The chrome plated bit holder provides rust protection and reduces wear from elements on the jobsite. The Milwaukee® 14-in-1  Multi-Bit Screwdriver is backed by Milwaukee's Limited Lifetime Warranty. | Highlights: 14-in-1 features 13 bits and one 14 nut driver • The Multi-Bit Screwdriver is the most versatile multi-bit driver • In-handle bit storage allows you to easily store  access bits",Milwaukee,18.97,3.8,48-22-2900
49,"Commercial Electric Cylinder Integrated LED 3 in Round  Canless Recessed Light for Kitchen Bathroom Livingroom, White Soft White 91533","Integrated all-in-one recessed lights are the homeowners dream; perfect for value-added lighting upgrades to enhance the look of your interior with the highest quality LEDs without breaking the bank. With a low profile junction box and push and click quick connects, these lights are very easy to use. The adjustable cylinder construction and classic 3-inch size lets you create lighting ambiance and designs perfect for every space in your home. Sticking out about 3-inches, thee lights resemble flush mount ceiling lights providing a more decorative look that traditional recessed lighting. Rated 90 CRI they enhance the appearance of true colors, while a 3000-kelvin color temperature provides a soft white light. With ENERGY STAR Certification and lasting 50,000 hours, this LED Integrated Recessed Light lasts for years to come saving you time, energy and money. | Highlights: Wet-rated kit can be installed in indoor and outdoor spaces • Built-in, maintenance-free LED light - no need for bulbs • Ideal for your shower, bathroom, kitchen, living room and more",Commercial Electric,19.88,5.0,91533
50,Swiffer Lavender Scent Dry Sweeping Pad Refills (52-Count) 003700081559,"Swiffer Sweeper Multi-Surface dry sweeping cloth refills have deep textured ridges that TRAP and LOCK dirt, dust, and hair to keep your floors clean and free of debris. Enjoy the lasting freshness of lavender scent. Use with your Swiffer Sweeper Dust Mondp - the convenient combination of a broom and mop for a quick and easy clean. Leaves behind up to 1 hour of freshness after initial product use. | Highlights: Deep textured ridges TRAP, LOCK dirt, dust, hair, allergens • Ideal for cleaning hard surface floors • Can be used manually or with Swiffer Sweeper Dry Mop",Swiffer,14.44,4.3,003700081559
51,Swiffer 360 Multi-Surface Heavy-Duty Lavender Scent Microfiber Duster Refill (11-Count) 003077207610,"Swiffer heavy-duty Dusters Trap and Lock Dust and Allergens in every room. Enjoy the scent of lavender With freshness that lasts up to 1-hour after initial product use. And, With thousands of fluffy, specially-coated fibers and a 360° design, they grab onto dust in every direction and don't let it go. Use Swiffer Dusters For cleaning wherever dust shows up, including fan blades, blinds, car interior, keyboard vents, bookcases and more. Common inanimate allergens from cat and dog dander and dust mite matter. | Highlights: Swiffer traps up to 3X more dust and allergens vs feather duster • Easy to use refill-just fluff and attach to the reusable duster • Cleans hard to reach areas and leaves a fresh lavender scent",Swiffer,14.97,4.9,003077207610
52,"Oregon N51 Chainsaw Chain for 12 in. Bar, Fits Husqvarna Models N51-21","The 80TXL051G SpeedCut Nano Saw Chain combines with the SpeedCut Nano guide bar and sprocket to deliver the world's most efficient cutting system designed specifically for battery and low-powered gas saws. The patented new chain chassis delivers optimum performance in the 1-3 HP range resulting in increased cutting speed, longer battery runtime, and reduced tendency to stall. The reshaped micro-chisel cutters provide precision cut quality and excellent surface finish. | Highlights: N51 .325 in. LP Cutters are designed to maximize cutting speed • N51 replacement chainsaw chain for 12 in. bar • Fits Husqvarna models up to 38 cc",Oregon,12.18,5.0,N51-21
53,"HALO HLBSL 4 in. Adjustable CCT Canless IC Rated Dimmable Indoor, Outdoor Integrated LED Recessed Light Kit HLBSL4069FS351EMWR","Halo HLB4 Selectable Series Downlights are complete 4 in. ultra-thin canless recessed lights designed for use in new construction, remodel and retrofit installation, without needing a housing or j-box. Ultra-slim design goes where LED can lights can't. Choose your color temperature directly on the fixture. With the flick of a switch, you can choose between 3 color temperatures ranging from warm (3000K) to daylight (5000K) prior to installing into your ceiling. This Halo recessed lighting fixture features an LED driver that offers 120-Volt dimming capability. The HLB4 LED recessed lighting soft lens provides uniform illumination and wet location listing.",HALO,16.65,4.7,HLBSL4069FS351EMWR
54,"Commercial Electric Slim Baffle Integrated LED 6 in Round Adj Color Temp Canless Recessed Light for Kitchen Bath Living rooms, White 4-Pack 91480","The Color Temperature Select Recessed Lighting Kits are the recessed lights of the future. Not only is each fixture is designed specifically for small spaces where height clearance is limited such as beams or ductwork, you can change the color temperature with a flick of a button. The integrated color changing switch is located on the cable so you can choose between a 2700, 3000, 3500, 4000 or 5000 Kelvin temperature to best suit your needs. 2700 or 3000 Kelvin is perfect for relaxing, 3500 or 4000 Kelvin is the ideal choice for everyday affairs and 5000 Kelvin is great for task lighting in a basement, hallway or work area. Energy Star certified, and Insulation Contact rated for direct contact with insulation, these lights won't overheat, do not require a bulky can and will last for years to come - 50 000 hours or approximately 34 years if used for 4 hours per day to be exact. Wet rated and certified airtight, this 6"" kit is perfect for your bathroom, drop ceilings, outdoor soffits, larger spaces and all general lighting applications. | Highlights: Canless design allows for easy install, even in tight spaces • Easily adjust the lights color temperature from warm to cool • Ideal for your shower, bathroom, kitchen and outdoor soffits",Commercial Electric,89.97,4.4,91480
